entity_id,state,last_changed
sensor.shellyem3_244cab435bf4_channel_c_power,97.62058052588056,2024-12-31T23:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,105.49258248952778,2025-01-01T00:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,83.577152537125,2025-01-01T01:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,112.50922360661112,2025-01-01T02:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,94.98842088927222,2025-01-01T03:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,111.07486172948335,2025-01-01T04:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,227.84721026288057,2025-01-01T05:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,301.6434017025944,2025-01-01T06:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,79.2152937362139,2025-01-01T07:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,-856.8090024334944,2025-01-01T08:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,-1427.6844286425667,2025-01-01T09:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,-1528.7018269265084,2025-01-01T10:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,-1568.538884390786,2025-01-01T11:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,-767.1332868463138,2025-01-01T12:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,30.758009975872223,2025-01-01T13:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,95.2783222619389,2025-01-01T14:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,483.4463312711694,2025-01-01T15:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,1172.9648284328334,2025-01-01T16:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,348.4347871211917,2025-01-01T17:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,353.6512613300056,2025-01-01T18:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,323.0800123734139,2025-01-01T19:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,301.29089176788887,2025-01-01T20:00:00.000Z
