entity_id,state,last_changed
sensor.shellyem3_244cab435bf4_channel_c_power,100.36,2025-01-12T23:00:00.000Z
sensor.shellyem3_244cab435bf4_channel_c_power,100.39,2025-01-12T23:00:13.035Z
sensor.shellyem3_244cab435bf4_channel_c_power,100.11,2025-01-12T23:00:46.109Z
sensor.shellyem3_244cab435bf4_channel_c_power,100.33,2025-01-12T23:01:19.011Z
sensor.shellyem3_244cab435bf4_channel_c_power,99.9,2025-01-12T23:01:52.013Z
sensor.shellyem3_244cab435bf4_channel_c_power,99.75,2025-01-12T23:02:25.065Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.49,2025-01-12T23:02:58.100Z
sensor.shellyem3_244cab435bf4_channel_c_power,138.38,2025-01-12T23:03:31.070Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.67,2025-01-12T23:04:04.124Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.51,2025-01-12T23:04:37.075Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.35,2025-01-12T23:05:10.027Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.87,2025-01-12T23:05:43.080Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.62,2025-01-12T23:06:16.014Z
sensor.shellyem3_244cab435bf4_channel_c_power,141.54,2025-01-12T23:06:49.086Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.0,2025-01-12T23:07:22.038Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.01,2025-01-12T23:07:55.091Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.15,2025-01-12T23:08:28.043Z
sensor.shellyem3_244cab435bf4_channel_c_power,138.04,2025-01-12T23:09:01.108Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.33,2025-01-12T23:09:34.059Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.39,2025-01-12T23:10:07.115Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.26,2025-01-12T23:10:40.065Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.09,2025-01-12T23:11:13.118Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.56,2025-01-12T23:11:46.071Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.33,2025-01-12T23:12:19.124Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.97,2025-01-12T23:12:52.012Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.07,2025-01-12T23:13:25.027Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.79,2025-01-12T23:13:58.080Z
sensor.shellyem3_244cab435bf4_channel_c_power,141.28,2025-01-12T23:14:31.033Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.86,2025-01-12T23:15:04.086Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.31,2025-01-12T23:15:37.032Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.91,2025-01-12T23:16:10.093Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.15,2025-01-12T23:16:43.011Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.24,2025-01-12T23:17:16.099Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.28,2025-01-12T23:17:49.048Z
sensor.shellyem3_244cab435bf4_channel_c_power,141.95,2025-01-12T23:18:22.102Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.74,2025-01-12T23:18:55.054Z
sensor.shellyem3_244cab435bf4_channel_c_power,140.29,2025-01-12T23:19:28.108Z
sensor.shellyem3_244cab435bf4_channel_c_power,139.9,2025-01-12T23:20:01.059Z
